Date,Close
7/12/2024 16:00:00,230.54
7/15/2024 16:00:00,234.4
7/16/2024 16:00:00,234.82
7/17/2024 16:00:00,228.88
7/18/2024 16:00:00,224.18
7/19/2024 16:00:00,224.31
7/22/2024 16:00:00,223.96
7/23/2024 16:00:00,225.01
7/24/2024 16:00:00,218.54
7/25/2024 16:00:00,217.49
7/26/2024 16:00:00,217.96
7/29/2024 16:00:00,218.24
7/30/2024 16:00:00,218.8
7/31/2024 16:00:00,222.08
8/1/2024 16:00:00,218.36
8/2/2024 16:00:00,219.86
8/5/2024 16:00:00,209.27
8/6/2024 16:00:00,207.23
8/7/2024 16:00:00,209.82
8/8/2024 16:00:00,213.31
8/9/2024 16:00:00,216.24
8/12/2024 16:00:00,217.53
8/13/2024 16:00:00,221.27
8/14/2024 16:00:00,221.72
8/15/2024 16:00:00,224.72
8/16/2024 16:00:00,226.05
8/19/2024 16:00:00,225.89
8/20/2024 16:00:00,226.51
8/21/2024 16:00:00,226.4
8/22/2024 16:00:00,224.53
8/23/2024 16:00:00,226.84
8/26/2024 16:00:00,227.18
8/27/2024 16:00:00,228.03
8/28/2024 16:00:00,226.49
8/29/2024 16:00:00,229.79
8/30/2024 16:00:00,229
9/3/2024 16:00:00,222.77
9/4/2024 16:00:00,220.85
9/5/2024 16:00:00,222.38
9/6/2024 16:00:00,220.82
9/9/2024 16:00:00,220.91
9/10/2024 16:00:00,220.11
9/11/2024 16:00:00,222.66
9/12/2024 16:00:00,222.77
9/13/2024 16:00:00,222.5
9/16/2024 16:00:00,216.32
9/17/2024 16:00:00,216.79
9/18/2024 16:00:00,220.69
9/19/2024 16:00:00,228.87
9/20/2024 16:00:00,228.2
9/23/2024 16:00:00,226.47
9/24/2024 16:00:00,227.37
9/25/2024 16:00:00,226.37
9/26/2024 16:00:00,227.52
9/27/2024 16:00:00,227.79
9/30/2024 16:00:00,233
10/1/2024 16:00:00,226.21
10/2/2024 16:00:00,226.78
10/3/2024 16:00:00,225.67
10/4/2024 16:00:00,226.8
10/7/2024 16:00:00,221.69
10/8/2024 16:00:00,225.77
10/9/2024 16:00:00,229.54
10/10/2024 16:00:00,229.04
10/11/2024 16:00:00,227.55
10/14/2024 16:00:00,231.3
10/15/2024 16:00:00,233.85
10/16/2024 16:00:00,231.78
10/17/2024 16:00:00,232.15
10/18/2024 16:00:00,235
10/21/2024 16:00:00,236.48
10/22/2024 16:00:00,235.86
10/23/2024 16:00:00,230.76
10/24/2024 16:00:00,230.57
10/25/2024 16:00:00,231.41
10/28/2024 16:00:00,233.4
10/29/2024 16:00:00,233.67
10/30/2024 16:00:00,230.1
10/31/2024 16:00:00,225.91
11/1/2024 16:00:00,222.91
11/4/2024 16:00:00,222.01
11/5/2024 16:00:00,223.45
11/6/2024 16:00:00,222.72
11/7/2024 16:00:00,227.48
11/8/2024 16:00:00,226.96
11/11/2024 16:00:00,224.23
11/12/2024 16:00:00,224.23
11/13/2024 16:00:00,225.12
11/14/2024 16:00:00,228.22
11/15/2024 16:00:00,225
11/18/2024 16:00:00,228.02
11/19/2024 16:00:00,228.28
11/20/2024 16:00:00,229
11/21/2024 16:00:00,228.52
11/22/2024 16:00:00,229.87
11/25/2024 16:00:00,232.87
11/26/2024 16:00:00,235.06
11/27/2024 16:00:00,234.93
11/29/2024 13:05:00,237.33
12/2/2024 16:00:00,239.59
12/3/2024 16:00:00,242.65
12/4/2024 16:00:00,243.01
12/5/2024 16:00:00,243.04
12/6/2024 16:00:00,242.84
12/9/2024 16:00:00,246.75
12/10/2024 16:00:00,247.77
12/11/2024 16:00:00,246.49
12/12/2024 16:00:00,247.96
12/13/2024 16:00:00,248.13
12/16/2024 16:00:00,251.04
12/17/2024 16:00:00,253.48
12/18/2024 16:00:00,248.05
12/19/2024 16:00:00,249.79
12/20/2024 16:00:00,254.49
12/23/2024 16:00:00,255.27
12/24/2024 13:05:00,258.2
12/26/2024 16:00:00,259.02
12/27/2024 16:00:00,255.59
12/30/2024 16:00:00,252.2
12/31/2024 16:00:00,250.42
1/2/2025 16:00:00,243.85
1/3/2025 16:00:00,243.36
1/6/2025 16:00:00,245
1/7/2025 16:00:00,242.21
1/8/2025 16:00:00,242.7
1/10/2025 16:00:00,236.85
1/13/2025 16:00:00,234.4
1/14/2025 16:00:00,233.28
1/15/2025 16:00:00,237.87
1/16/2025 16:00:00,228.26
1/17/2025 16:00:00,229.98
1/21/2025 16:00:00,222.64
1/22/2025 16:00:00,223.83
1/23/2025 16:00:00,223.66
1/24/2025 16:00:00,222.78
1/27/2025 16:00:00,229.86
1/28/2025 16:00:00,238.26
1/29/2025 16:00:00,239.36
1/30/2025 16:00:00,237.59
1/31/2025 16:00:00,236
2/3/2025 16:00:00,228.01
2/4/2025 16:00:00,232.8
2/5/2025 16:00:00,232.47
2/6/2025 16:00:00,233.22
2/7/2025 16:00:00,227.63
2/10/2025 16:00:00,227.65
2/11/2025 16:00:00,232.62
2/12/2025 16:00:00,236.87
2/13/2025 16:00:00,241.53
2/14/2025 16:00:00,244.6
2/18/2025 16:00:00,244.47
2/19/2025 16:00:00,244.87
2/20/2025 16:00:00,245.83
2/21/2025 16:00:00,245.55
2/24/2025 16:00:00,247.1
2/25/2025 16:00:00,247.04
2/26/2025 16:00:00,240.36
2/27/2025 16:00:00,237.3
2/28/2025 16:00:00,241.84
3/3/2025 16:00:00,238.03
3/4/2025 16:00:00,235.93
3/5/2025 16:00:00,235.74
3/6/2025 16:00:00,235.33
3/7/2025 16:00:00,239.07
3/10/2025 16:00:00,227.48
3/11/2025 16:00:00,220.84
3/12/2025 16:00:00,216.98
3/13/2025 16:00:00,209.68
3/14/2025 16:00:00,213.49
3/17/2025 16:00:00,214
3/18/2025 16:00:00,212.69
3/19/2025 16:00:00,215.24
3/20/2025 16:00:00,214.1
3/21/2025 16:00:00,218.27
3/24/2025 16:00:00,220.73
3/25/2025 16:00:00,223.75
3/26/2025 16:00:00,221.53
3/27/2025 16:00:00,223.85
3/28/2025 16:00:00,217.9
3/31/2025 16:00:00,222.13
4/1/2025 16:00:00,223.19
4/2/2025 16:00:00,223.89
4/3/2025 16:00:00,203.19
4/4/2025 16:00:00,188.38
4/7/2025 16:00:00,181.46
4/8/2025 16:00:00,172.42
4/9/2025 16:00:00,198.85
4/10/2025 16:00:00,190.42
4/11/2025 16:00:00,198.15
4/14/2025 16:00:00,202.52
4/15/2025 16:00:00,202.14
4/16/2025 16:00:00,194.27
4/17/2025 16:00:00,196.98
4/21/2025 16:00:00,193.16
4/22/2025 16:00:00,199.74
4/23/2025 16:00:00,204.6
4/24/2025 16:00:00,208.37
4/25/2025 16:00:00,209.28
4/28/2025 16:00:00,210.14
4/29/2025 16:00:00,211.21
4/30/2025 16:00:00,212.5
5/1/2025 16:00:00,213.32
5/2/2025 16:00:00,205.35
5/5/2025 16:00:00,198.89
5/6/2025 16:00:00,198.51
5/7/2025 16:00:00,196.25
5/8/2025 16:00:00,197.49
5/9/2025 16:00:00,198.53
5/12/2025 16:00:00,210.79
5/13/2025 16:00:00,212.93
5/14/2025 16:00:00,212.33
5/15/2025 16:00:00,211.45
5/16/2025 16:00:00,211.26
5/19/2025 16:00:00,208.78
5/20/2025 16:00:00,206.86
5/21/2025 16:00:00,202.09
5/22/2025 16:00:00,202.09
5/23/2025 16:00:00,195.27
5/27/2025 16:00:00,200.21
5/28/2025 16:00:00,200.42
5/29/2025 16:00:00,199.95
5/30/2025 16:00:00,200.85
6/2/2025 16:00:00,201.7
6/3/2025 16:00:00,203.27
6/4/2025 16:00:00,202.82
6/5/2025 16:00:00,200.63
6/6/2025 16:00:00,203.92
6/9/2025 16:00:00,201.45
6/10/2025 16:00:00,202.67
6/11/2025 16:00:00,198.78
6/12/2025 16:00:00,199.2
6/13/2025 16:00:00,196.45
6/16/2025 16:00:00,198.42
6/17/2025 16:00:00,195.64
6/18/2025 16:00:00,196.58
6/20/2025 16:00:00,201
6/23/2025 16:00:00,201.5
6/24/2025 16:00:00,200.3
6/25/2025 16:00:00,201.56
6/26/2025 16:00:00,201
6/27/2025 16:00:00,201.08
6/30/2025 16:00:00,205.17
7/1/2025 16:00:00,207.82
7/2/2025 16:00:00,212.44
7/3/2025 13:05:00,213.55
7/7/2025 16:00:00,209.95
7/8/2025 16:00:00,210.01
7/9/2025 16:00:00,211.14
7/10/2025 16:00:00,212.41
7/11/2025 16:00:00,211.16
7/14/2025 16:00:00,208.62
7/15/2025 16:00:00,209.11
7/16/2025 16:00:00,210.16
7/17/2025 16:00:00,210.02
7/18/2025 16:00:00,211.18
7/21/2025 16:00:00,212.48
7/22/2025 16:00:00,214.4
7/23/2025 16:00:00,214.15
7/24/2025 16:00:00,213.76
7/25/2025 16:00:00,213.88
7/28/2025 16:00:00,214.05
7/29/2025 16:00:00,211.27
7/30/2025 16:00:00,209.05
7/31/2025 16:00:00,207.57
8/1/2025 16:00:00,202.38
8/4/2025 16:00:00,203.35
8/5/2025 16:00:00,202.92
8/6/2025 16:00:00,213.25
8/7/2025 16:00:00,220.03
8/8/2025 16:00:00,229.35
8/11/2025 16:00:00,227.18
8/12/2025 16:00:00,229.65
8/13/2025 16:00:00,233.33
8/14/2025 16:00:00,232.78
8/15/2025 16:00:00,231.59
8/18/2025 16:00:00,230.89
8/19/2025 16:00:00,230.56
8/20/2025 16:00:00,226.01
8/21/2025 16:00:00,224.9
8/22/2025 16:00:00,227.76
8/25/2025 16:00:00,227.16
8/26/2025 16:00:00,229.31
8/27/2025 16:00:00,230.49
8/28/2025 16:00:00,232.56
8/29/2025 16:00:00,232.14
9/2/2025 16:00:00,229.72
9/3/2025 16:00:00,238.47
9/4/2025 16:00:00,239.78
9/5/2025 16:00:00,239.69
9/8/2025 16:00:00,237.88
9/9/2025 16:00:00,234.35
9/10/2025 16:00:00,226.79
9/11/2025 16:00:00,230.03
9/12/2025 16:00:00,234.07
9/15/2025 16:00:00,236.7
9/16/2025 16:00:00,238.15
9/17/2025 16:00:00,238.99
9/18/2025 16:00:00,237.88
9/19/2025 16:00:00,245.5
9/22/2025 16:00:00,256.08
9/23/2025 16:00:00,254.43
9/24/2025 16:00:00,252.31
9/25/2025 16:00:00,256.87
9/26/2025 16:00:00,255.46
9/29/2025 16:00:00,254.43
9/30/2025 16:00:00,254.63
10/1/2025 16:00:00,255.45
10/2/2025 16:00:00,257.13
10/3/2025 16:00:00,258.02
10/6/2025 16:00:00,256.69
10/7/2025 16:00:00,256.48
10/8/2025 16:00:00,258.06
10/9/2025 16:00:00,254.04
10/10/2025 16:00:00,245.27
10/13/2025 16:00:00,247.66
10/14/2025 16:00:00,247.77
10/15/2025 16:00:00,249.34
10/16/2025 16:00:00,247.45
10/17/2025 16:00:00,252.29
10/20/2025 16:00:00,262.24
10/21/2025 16:00:00,262.77
10/22/2025 16:00:00,258.45
10/23/2025 16:00:00,259.58
10/24/2025 16:00:00,262.82
10/27/2025 16:00:00,268.81
10/28/2025 16:00:00,269
10/29/2025 16:00:00,269.7
10/30/2025 16:00:00,271.4
10/31/2025 16:00:00,270.37
11/3/2025 16:00:00,269.05
11/4/2025 16:00:00,270.04
11/5/2025 16:00:00,270.14
11/6/2025 16:00:00,269.77
11/7/2025 16:00:00,268.47
11/10/2025 16:00:00,269.43
11/11/2025 16:00:00,275.25
11/12/2025 16:00:00,273.47
11/13/2025 16:00:00,272.95
11/14/2025 16:00:00,272.41
11/17/2025 16:00:00,267.46
11/18/2025 16:00:00,267.44
11/19/2025 16:00:00,268.56
11/20/2025 16:00:00,266.25
11/21/2025 16:00:00,271.49
11/24/2025 16:00:00,275.92
11/25/2025 16:00:00,276.97
11/26/2025 16:00:00,277.55
11/28/2025 13:05:00,278.85
12/1/2025 16:00:00,283.1
12/2/2025 16:00:00,286.19
12/3/2025 16:00:00,284.15
12/4/2025 16:00:00,280.7
12/5/2025 16:00:00,278.78
12/8/2025 16:00:00,277.89
12/9/2025 16:00:00,277.18
12/10/2025 16:00:00,278.78
12/11/2025 16:00:00,278.03
12/12/2025 16:00:00,278.28
12/15/2025 16:00:00,274.11
12/16/2025 16:00:00,274.61
12/17/2025 16:00:00,271.84
12/18/2025 16:00:00,272.19
12/19/2025 16:00:00,273.67
12/22/2025 16:00:00,270.97
12/23/2025 16:00:00,272.36
12/24/2025 13:05:00,273.81
12/26/2025 16:00:00,273.4
12/29/2025 16:00:00,273.76
12/30/2025 16:00:00,273.08
12/31/2025 16:00:00,271.86
